,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
547,Atvidabergs FF,Tom Pettersson,24,Centre-Back,Sweden,650000,OH Leuven,Belgium,"End of loanJun 30, 2014",in,2014
548,Atvidabergs FF,Emmanuel Dogbe,22,Central Midfield,Ghana,50000,AFC Eskilstuna,Sweden,loan transfer,out,2014
549,Atvidabergs FF,Anton Tinnerholm,23,Right-Back,Sweden,2500000,Malmö FF,Sweden,0,out,2014
550,GIF Sundsvall,Sebastian Rajalakso,25,Left Midfield,Sweden,0,No club,No country,0,in,2014
551,GIF Sundsvall,Filip Tägtström,16,Centre-Back,Sweden,100000,Sundsvall U17,Sweden,0,in,2014
552,GIF Sundsvall,Philip Olofsson,19,Attacking Midfield,Sweden,25000,Bodens BK,Sweden,loan transfer,out,2014
553,IFK Norrköping,Andreas Vaikla,18,Goalkeeper,Estonia,150000,West Brom U18,England,free transfer,in,2015
554,IFK Norrköping,Tesfaldet Tekie,18,Central Midfield,Sweden,1000000,Norrköping U21,Sweden,0,in,2015
555,IFK Norrköping,Kenneth Udjus,32,Goalkeeper,Norway,0,No club,No country,0,in,2015
556,IFK Norrköping,Mohanad Jeahze,19,Left-Back,Sweden,1000000,Norrköping U19,Sweden,0,in,2015
557,IFK Norrköping,Alhaji Kamara,21,Centre-Forward,Sierra Leone,500000,Johor DT,Malaysia,"End of loanJul 1, 2015",in,2015
558,IFK Norrköping,Christopher Meneses,25,Left-Back,Costa Rica,175000,LD Alajuelense,Costa Rica,free transfer,out,2015
559,IFK Norrköping,Marcus Sahlman,30,Goalkeeper,Sweden,0,Halmia,Sweden,free transfer,out,2015
560,IFK Norrköping,Alhaji Kamara,22,Centre-Forward,Sierra Leone,500000,D.C. United,United States,free transfer,out,2015
561,IFK Norrköping,Mirza Halvadzic,19,Centre-Forward,Sweden,50000,Trelleborg,Sweden,loan transfer,out,2015
562,IFK Göteborg,Lawson Sabah,18,Defensive Midfield,Ghana,75000,Inter Allies,Ghana,0,in,2015
563,IFK Göteborg,Victor Sköld,25,Centre-Forward,Sweden,150000,Atvidaberg,Sweden,0,in,2015
564,IFK Göteborg,Mads Albaek,25,Central Midfield,Denmark,350000,Stade Reims,France,0,in,2015
565,IFK Göteborg,Riku Riski,25,Right Winger,Finland,250000,Rosenborg,Norway,loan transfer,in,2015
566,IFK Göteborg,Malick Mané,26,Centre-Forward,Senegal,0,Hönefoss,Norway,"End of loanSep 16, 2015",in,2015
567,IFK Göteborg,Lasse Vibe,28,Centre-Forward,Denmark,0,Brentford,England,1300000,out,2015
568,IFK Göteborg,Karl Bohm,19,Right Midfield,Sweden,100000,Utsikten,Sweden,loan transfer,out,2015
569,IFK Göteborg,Patrick Dyrestam,19,Centre-Back,Sweden,0,Utsikten,Sweden,loan transfer,out,2015
570,IFK Göteborg,Malick Mané,26,Centre-Forward,Senegal,0,Najran SC,Saudi Arabia,loan transfer,out,2015
571,IFK Göteborg,Heath Pearce,30,Left-Back,United States,0,No club,No country,0,out,2015
572,IFK Göteborg,Thomas Mikkelsen,25,Centre-Forward,Denmark,350000,Odense BK,Denmark,"End of loanJun 30, 2015",out,2015
573,AIK,Jos Hooiveld,32,Centre-Back,Netherlands,0,Southampton,England,free transfer,in,2015
574,AIK,Stefan Ishizaki,33,Right Midfield,Sweden,0,LA Galaxy,United States,free transfer,in,2015
575,AIK,Patrick Kpozo,18,Left Midfield,Ghana,300000,Inter Allies,Ghana,0,in,2015
576,AIK,William Sheriff,18,Attacking Midfield,Sweden,0,AIK U19,Sweden,0,in,2015
577,AIK,Alexander Isak,16,Centre-Forward,Sweden,40000000,AIK U19,Sweden,0,in,2015
578,AIK,Celso Borges,27,Central Midfield,Costa Rica,400000,Dep. La Coruña,Spain,"End of loanJun 30, 2015",in,2015
579,AIK,Edward Owusu,21,Defensive Midfield,Sweden,0,Akropolis,Sweden,"End of loanJun 30, 2015",in,2015
580,AIK,Nabil Bahoui,24,Left Winger,Sweden,500000,Ahli,Saudi Arabia,910000,out,2015
581,AIK,Panajotis Dimitriadis,28,midfield,Sweden,150000,Genclerbirligi,Turkey,550000,out,2015
582,AIK,Edward Owusu,21,Defensive Midfield,Sweden,0,Piteå IF,Sweden,loan transfer,out,2015
583,AIK,Marko Nikolic,18,Central Midfield,Sweden,175000,Syrianska FC,Sweden,loan transfer,out,2015
584,AIK,Celso Borges,27,Central Midfield,Costa Rica,400000,Dep. La Coruña,Spain,0,out,2015
585,AIK,Sam Lundholm,21,Right Winger,Sweden,50000,NEC Nijmegen,Netherlands,0,out,2015
586,AIK,Sauli Väisänen,21,Centre-Back,Finland,400000,Helsinki IFK,Finland,loan transfer,out,2015
587,AIK,Christos Gravius,17,Central Midfield,Sweden,450000,Vasalund,Sweden,loan transfer,out,2015
588,IF Elfsborg,Viktor Prodell,27,Centre-Forward,Sweden,150000,KV Mechelen,Belgium,0,in,2015
589,IF Elfsborg,Niklas Gunnarsson,24,Centre-Back,Norway,300000,Vålerenga,Norway,loan transfer,in,2015
590,IF Elfsborg,Victor Rotting,22,Centre-Forward,Sweden,0,Örgryte,Sweden,"End of loanJul 1, 2015",in,2015
591,IF Elfsborg,Victor Rotting,22,Centre-Forward,Sweden,0,Motala AIF,Sweden,loan transfer,out,2015
592,IF Elfsborg,Viktor Prodell,27,Centre-Forward,Sweden,150000,KV Mechelen,Belgium,"End of loanOct 6, 2015",out,2015
593,Malmö FF,Nikola Djurdjic,29,Centre-Forward,Serbia,425000,FC Augsburg,Germany,Loan fee:100000,in,2015
594,Malmö FF,Johan Sellberg-Wiland,34,Goalkeeper,Sweden,0,FC Copenhagen,Denmark,free transfer,in,2015
595,Malmö FF,Mahmut Özen,26,Right-Back,Sweden,75000,K. Erciyesspor,Turkey,free transfer,in,2015
596,Malmö FF,Vladimir Rodic,21,Right Winger,Montenegro,400000,Rad,Serbia,0,in,2015
597,Malmö FF,Felipe Carvalho,21,Centre-Back,Uruguay,200000,Tacuarembó,Uruguay,0,in,2015
598,Malmö FF,Fredrik Andersson,26,Goalkeeper,Sweden,200000,Örgryte,Sweden,0,in,2015
599,Malmö FF,Mattias Svanberg,16,Central Midfield,Sweden,12000000,Malmö U19,Sweden,0,in,2015
600,Malmö FF,Sixten Mohlin,19,Goalkeeper,Cape Verde,150000,Västerås SK,Sweden,"End of loanJul 28, 2015",in,2015
601,Malmö FF,Petar Petrovic,19,Left Midfield,Sweden,250000,Värnamo,Sweden,"End of loanJul 1, 2015",in,2015
602,Malmö FF,Erik Berg,26,Centre-Back,Sweden,0,KAA Gent,Belgium,1700000,out,2015
603,Malmö FF,Filip Helander,22,Centre-Back,Sweden,3500000,Hellas Verona,Italy,1000000,out,2015
604,Malmö FF,Robin Olsen,25,Goalkeeper,Sweden,3000000,PAOK Salonika,Greece,650000,out,2015
605,Malmö FF,Sixten Mohlin,19,Goalkeeper,Cape Verde,150000,Kristianstad,Sweden,loan transfer,out,2015
606,Malmö FF,Marcelinho,30,Centre-Forward,Brazil,0,No club,No country,0,out,2015
607,Djurgardens IF,Seon-min Moon,23,Left Winger,"Korea, South",750000,Östersund,Sweden,loan transfer,in,2015
608,Djurgardens IF,Tino Kadewere,19,Right Winger,Zimbabwe,13000000,Harare City,Zimbabwe,loan transfer,in,2015
609,Djurgardens IF,Martin Broberg,24,Right Midfield,Sweden,100000,Örebro SK,Sweden,0,out,2015
610,Djurgardens IF,Nyasha Mushekwi,28,Centre-Forward,Zimbabwe,350000,Sundowns,South Africa,"End of loanAug 24, 2015",out,2015
611,BK Häcken,Michiel Hemmen,28,Centre-Forward,Netherlands,0,SC Cambuur,Netherlands,free transfer,in,2015
612,BK Häcken,Niels Vorthoren,27,Central Midfield,Netherlands,0,MVV Maastricht,Netherlands,free transfer,in,2015
613,BK Häcken,Tefu Mashamaite,30,Centre-Back,South Africa,175000,Kaizer Chiefs,South Africa,free transfer,in,2015
614,BK Häcken,Albin Skoglund,18,Attacking Midfield,Sweden,100000,Häcken U19,Sweden,0,in,2015
615,BK Häcken,Simon Gustafson,20,Attacking Midfield,Sweden,2200000,Feyenoord,Netherlands,1500000,out,2015
616,BK Häcken,Walid Atta,28,Centre-Back,Sweden,0,Genclerbirligi,Turkey,320000,out,2015
617,BK Häcken,Leonard Zuta,23,Left-Back,North Macedonia,400000,HNK Rijeka,Croatia,50000,out,2015
618,BK Häcken,Gunnar Heidar Thorvaldsson,33,Centre-Forward,Iceland,0,ÍBV,Iceland,free transfer,out,2015
619,BK Häcken,Diego Lugano,34,Centre-Back,Uruguay,0,Cerro Porteño,Paraguay,free transfer,out,2015
620,BK Häcken,Joakim Olausson,20,Central Midfield,Sweden,150000,Örgryte,Sweden,free transfer,out,2015
621,Helsingborgs IF,Rade Prica,35,Centre-Forward,Sweden,0,M. Tel Aviv,Israel,free transfer,in,2015
622,Helsingborgs IF,Frederik Helstrup,22,Centre-Back,Denmark,375000,AC Horsens,Denmark,0,in,2015
623,Helsingborgs IF,Arnór Smárason,26,Second Striker,Iceland,75000,Torpedo Moscow,Russia,"End of loanJun 30, 2015",in,2015
624,Helsingborgs IF,Emil Krafth,21,Right-Back,Sweden,3500000,Bologna,Italy,500000,out,2015
625,Helsingborgs IF,Anton Kinnander,19,Centre-Forward,Sweden,0,Motala AIF,Sweden,loan transfer,out,2015
626,Helsingborgs IF,Mohamed Ramadan,24,Centre-Forward,Lebanon,75000,Landskrona,Sweden,loan transfer,out,2015
627,Helsingborgs IF,Victor Pálsson,24,Defensive Midfield,Iceland,800000,Esbjerg fB,Denmark,0,out,2015
628,Helsingborgs IF,Gustav Jarl,20,Right-Back,Sweden,100000,AFC Eskilstuna,Sweden,loan transfer,out,2015
629,Helsingborgs IF,Astrit Ajdarevic,25,Central Midfield,Albania,150000,Standard Liège,Belgium,"End of loanJul 14, 2015",out,2015
630,Helsingborgs IF,Frederik Helstrup,22,Centre-Back,Denmark,375000,AC Horsens,Denmark,"End of loanJul 31, 2015",out,2015
631,Örebro SK,Astrit Ajdarevic,25,Central Midfield,Albania,150000,Standard Liège,Belgium,free transfer,in,2015
632,Örebro SK,Martin Broberg,24,Right Midfield,Sweden,100000,Djurgarden,Sweden,0,in,2015
633,Örebro SK,Pär Ericsson,27,Centre-Forward,Sweden,0,Kalmar FF,Sweden,loan transfer,in,2015
634,Örebro SK,David Hasler,18,Left-Back,Sweden,0,Syrianska IF,Sweden,loan transfer,in,2015
635,Örebro SK,Jonathan Lundberg,17,Central Midfield,Sweden,0,Örebro SK U19,Sweden,0,in,2015
636,Örebro SK,Carl Ekstrand Hamrén,19,Centre-Back,Sweden,0,Örebro SK U19,Sweden,0,in,2015
637,Örebro SK,Anton Westerlund,20,Defensive Midfield,Sweden,0,BK Forward,Sweden,"End of loanJul 31, 2015",in,2015
638,Örebro SK,Anton Westerlund,20,Defensive Midfield,Sweden,0,BK Forward,Sweden,free transfer,out,2015
639,Örebro SK,Mozart Surville,25,Centre-Forward,France,50000,BK Forward,Sweden,loan transfer,out,2015
640,Örebro SK,Christer Lipovac,19,Centre-Forward,Sweden,0,Karlslunds IF,Sweden,loan transfer,out,2015
641,Örebro SK,Ahmed Yasin,24,Right Winger,Iraq,500000,Aarhus GF,Denmark,0,out,2015
642,Örebro SK,Michael Seaton,19,Centre-Forward,Jamaica,125000,D.C. United,United States,"End of loanJun 4, 2015",out,2015
643,Gefle IF,Kwame Bonsu,20,Central Midfield,Ghana,300000,Mjällby AIF,Sweden,0,in,2015
644,Gefle IF,Zoran Akovic,29,Goalkeeper,Montenegro,50000,Husqvarna,Sweden,loan transfer,in,2015
645,Gefle IF,Mattias Hugosson,42,Goalkeeper,Sweden,0,No club,No country,0,in,2015
646,Gefle IF,Emil Bellander,21,Centre-Forward,Sweden,0,Brommapojkarna,Sweden,"End of loanJul 21, 2015",in,2015
647,Gefle IF,Oskar Larsson,20,Goalkeeper,Sweden,75000,Dalkurd,Sweden,loan transfer,out,2015
648,Gefle IF,Christoffer Aspgren,19,Right Midfield,Sweden,0,Piteå IF,Sweden,loan transfer,out,2015
649,Hammarby IF,Ögmundur Kristinsson,26,Goalkeeper,Iceland,500000,Randers FC,Denmark,free transfer,in,2015
650,Hammarby IF,Richárd Magyar,24,Centre-Back,Sweden,400000,FC Aarau,Switzerland,free transfer,in,2015
651,Hammarby IF,Imad Khalili,28,Centre-Forward,Palästina,100000,FC Baniyas,United Arab Emirates,0,in,2015
652,Hammarby IF,Joseph Aidoo,19,Centre-Back,Ghana,6000000,Inter Allies,Ghana,loan transfer,in,2015
653,Hammarby IF,Jakob Orlov,29,Centre-Forward,Sweden,0,Brann,Norway,loan transfer,in,2015
654,Hammarby IF,William Eskelinen,18,Goalkeeper,Sweden,700000,Värmdö IF,Sweden,"End of loanMay 28, 2015",in,2015
655,Hammarby IF,Johannes Hopf,28,Goalkeeper,Sweden,0,Genclerbirligi,Turkey,975000,out,2015
656,Hammarby IF,Nahir Besara,24,Second Striker,Sweden,600000,Göztepe,Turkey,0,out,2015
657,Hammarby IF,Viktor Nordin,19,Right Midfield,Sweden,0,IK Frej Täby,Sweden,loan transfer,out,2015
658,Hammarby IF,Amadaiya Rennie,25,Right Winger,Liberia,100000,Brann,Norway,loan transfer,out,2015
659,GIF Sundsvall,Robert Hammarstedt,27,Centre-Back,Sweden,0,Östersund,Sweden,free transfer,in,2015
660,GIF Sundsvall,Shpetim Hasani,32,Centre-Forward,Kosovo,0,Gornik Leczna,Poland,free transfer,in,2015
661,GIF Sundsvall,Robert Lundström,25,Right-Back,Sweden,200000,Vålerenga,Norway,0,out,2015
662,GIF Sundsvall,Smajl Suljevic,21,Defensive Midfield,Sweden,100000,IK Frej Täby,Sweden,loan transfer,out,2015
663,Kalmar FF,Svante Ingelsson,17,Central Midfield,Sweden,600000,Kalmar U19,Sweden,0,in,2015
664,Kalmar FF,Peter Westberg,19,midfield,Sweden,50000,Oskarshamn,Sweden,"End of loanSep 17, 2015",in,2015
665,Kalmar FF,Pär Ericsson,28,Centre-Forward,Sweden,0,Jönköping,Sweden,free transfer,out,2015
666,Kalmar FF,Tor Öyvind Hovda,25,Central Midfield,Norway,100000,Atvidaberg,Sweden,loan transfer,out,2015
667,Kalmar FF,Pär Ericsson,27,Centre-Forward,Sweden,0,Örebro SK,Sweden,loan transfer,out,2015
668,Kalmar FF,Sebastian Ramhorn,19,Centre-Back,Sweden,0,Atvidaberg,Sweden,loan transfer,out,2015
669,Falkenbergs FF,Carl-Oscar Andersson,23,Attacking Midfield,Sweden,25000,NY Cosmos,United States,free transfer,out,2015
670,Falkenbergs FF,Hampus Svensson,20,Defensive Midfield,Sweden,100000,Vinbergs IF,Sweden,loan transfer,out,2015
671,Falkenbergs FF,Junaid Sait,22,Centre-Back,South Africa,100000,Milano United,South Africa,0,out,2015
672,Jönköpings Södra IF,Pär Ericsson,28,Centre-Forward,Sweden,0,Kalmar FF,Sweden,free transfer,in,2015
673,Östersunds FK,Sotirios Papagiannopoulos,24,Centre-Back,Sweden,1000000,PAOK Salonika,Greece,free transfer,in,2015
674,Östersunds FK,Andrew Stadler,27,Centre-Forward,United States,75000,Landskrona,Sweden,0,in,2015
675,Östersunds FK,Robert Hammarstedt,27,Centre-Back,Sweden,0,GIF Sundsvall,Sweden,free transfer,out,2015
676,Östersunds FK,Linus Sjöberg,21,Central Midfield,Sweden,0,Dalkurd,Sweden,loan transfer,out,2015
677,Östersunds FK,Seon-min Moon,23,Left Winger,"Korea, South",750000,Djurgarden,Sweden,loan transfer,out,2015
678,Östersunds FK,Taylor Morgan,24,Centre-Forward,England,0,Airdrieonians,Scotland,loan transfer,out,2015
679,Östersunds FK,Emir Smajic,27,Centre-Forward,Sweden,0,No club,No country,0,out,2015
680,Malmö FF,Behrang Safari,31,Left-Back,Sweden,200000,FC Basel,Switzerland,free transfer,in,2016
681,Malmö FF,Alexander Jeremejeff,22,Centre-Forward,Sweden,1000000,Häcken,Sweden,0,in,2016
682,Malmö FF,Dennis Hadzikadunic,18,Centre-Back,Bosnia-Herzegovina,2500000,Malmö U19,Sweden,0,in,2016
683,Malmö FF,Vidar Örn Kjartansson,26,Centre-Forward,Iceland,800000,M. Tel Aviv,Israel,3500000,out,2016
684,Malmö FF,Guillermo Molins,27,Centre-Forward,Sweden,200000,BJ Renhe,China,free transfer,out,2016
685,Malmö FF,Vladimir Rodic,22,Right Winger,Montenegro,400000,Karabükspor,Turkey,0,out,2016
686,Malmö FF,Piotr Johansson,21,Right Midfield,Sweden,400000,Östersund,Sweden,loan transfer,out,2016
687,Malmö FF,Felipe Carvalho,22,Centre-Back,Uruguay,200000,Falkenberg,Sweden,loan transfer,out,2016
688,Malmö FF,Zlatan Azinovic,28,Goalkeeper,Sweden,0,No club,No country,0,out,2016
689,AIK,John Chibuike,27,Second Striker,Nigeria,200000,Gaziantepspor,Turkey,free transfer,in,2016
690,AIK,Chinedu Obasi,30,Centre-Forward,Nigeria,100000,No club,No country,0,in,2016
691,AIK,William Sheriff,19,Attacking Midfield,Sweden,0,Nyköping,Sweden,"End of loanJul 18, 2016",in,2016
692,AIK,Rickson Mansiamina,19,Centre-Forward,Sweden,75000,Helsinki IFK,Finland,"End of loanJul 9, 2016",in,2016
693,AIK,Marko Nikolic,18,Central Midfield,Sweden,175000,Syrianska FC,Sweden,"End of loanAug 1, 2016",in,2016
694,AIK,William Sheriff,19,Attacking Midfield,Sweden,0,Karlbergs BK,Sweden,free transfer,out,2016
695,AIK,Fredrik Brustad,27,Right Winger,Norway,200000,Molde,Norway,0,out,2016
696,AIK,Niclas Eliasson,20,Left Midfield,Sweden,3000000,Norrköping,Sweden,loan transfer,out,2016
697,AIK,Carlos Strandberg,20,Centre-Forward,Sweden,2800000,CSKA Moscow,Russia,"End of loanJul 18, 2016",out,2016
698,IFK Norrköping,David Moberg Karlsson,22,Right Winger,Sweden,2200000,Nordsjaelland,Denmark,350000,in,2016
699,IFK Norrköping,Pontus Almqvist,17,Right Winger,Sweden,2800000,Nike Academy,England,free transfer,in,2016
700,IFK Norrköping,Karl Holmberg,23,Centre-Forward,Sweden,600000,Örebro SK,Sweden,0,in,2016
701,IFK Norrköping,Michael Langer,31,Goalkeeper,Austria,100000,TB Rowdies,United States,0,in,2016
702,IFK Norrköping,Niclas Eliasson,20,Left Midfield,Sweden,3000000,AIK,Sweden,loan transfer,in,2016
703,IFK Norrköping,Arnór Ingvi Traustason,23,Left Winger,Iceland,700000,Rapid Vienna,Austria,2300000,out,2016
704,IFK Norrköping,Christoffer Nyman,23,Centre-Forward,Sweden,1500000,E. Braunschweig,Germany,700000,out,2016
705,IFK Norrköping,Joel Enarsson,23,Centre-Forward,Sweden,0,GIF Sundsvall,Sweden,0,out,2016
706,IFK Norrköping,Abbas Hassan,31,Goalkeeper,Lebanon,0,Örgryte,Sweden,0,out,2016
707,IFK Norrköping,Emir Kujovic,28,Centre-Forward,Sweden,300000,KAA Gent,Belgium,0,out,2016
708,IFK Norrköping,Gentrit Citaku,20,midfield,Sweden,0,Värnamo,Sweden,loan transfer,out,2016
709,IFK Norrköping,Kenneth Udjus,33,Goalkeeper,Norway,0,No club,No country,0,out,2016
710,IFK Göteborg,Scott Jamieson,27,Left-Back,Australia,350000,Western Sydney,Australia,free transfer,in,2016
711,IFK Göteborg,Elías Már Ómarsson,21,Centre-Forward,Iceland,750000,Vålerenga,Norway,loan transfer,in,2016
712,IFK Göteborg,Pontus Dahlberg,17,Goalkeeper,Sweden,1200000,IFK U19,Sweden,0,in,2016
713,IFK Göteborg,Gustav Engvall,20,Centre-Forward,Sweden,1000000,Bristol City,England,1600000,out,2016
714,IFK Göteborg,Haitam Aleesami,25,Left-Back,Norway,1200000,US Palermo,Italy,1380000,out,2016
715,IFK Göteborg,Oliver Gustafsson,23,Goalkeeper,Sweden,50000,Ljungskile,Sweden,free transfer,out,2016
716,IFK Göteborg,Victor Sköld,26,Centre-Forward,Sweden,150000,Örebro SK,Sweden,0,out,2016
717,IFK Göteborg,Scott Jamieson,28,Left-Back,Australia,350000,Melbourne City,Australia,0,out,2016
718,IFK Göteborg,Hjörtur Hermannsson,21,Centre-Back,Iceland,800000,PSV U21,Netherlands,"End of loanJul 1, 2016",out,2016
719,IFK Göteborg,Mauricio Albornoz,28,Defensive Midfield,Sweden,100000,Atvidaberg,Sweden,"End of loanJul 1, 2016",out,2016
720,IF Elfsborg,Issam Jebali,24,Second Striker,Tunisia,600000,Värnamo,Sweden,0,in,2016
721,IF Elfsborg,Daniel Gustafsson,25,Right Winger,Sweden,300000,Örebro SK,Sweden,0,in,2016
722,IF Elfsborg,David Olsson,19,Goalkeeper,Sweden,100000,IF Elfsborg U19,Sweden,0,in,2016
723,IF Elfsborg,Simon Olsson,19,Central Midfield,Sweden,1000000,IF Elfsborg U21,Sweden,0,in,2016
724,IF Elfsborg,Ibrahim Dresevic,19,Centre-Back,Kosovo,1000000,IF Elfsborg U19,Sweden,0,in,2016
725,IF Elfsborg,Rami Kaib,19,Left-Back,Sweden,550000,IF Elfsborg U19,Sweden,0,in,2016
726,IF Elfsborg,Simon Hedlund,23,Centre-Forward,Sweden,1500000,Union Berlin,Germany,850000,out,2016
727,IF Elfsborg,Marcus Rohdén,25,Central Midfield,Sweden,700000,Crotone,Italy,500000,out,2016
728,IF Elfsborg,Anton Andreasson,23,Central Midfield,Sweden,150000,Pro Patria,Italy,0,out,2016
729,IF Elfsborg,Viktor Nilsson,19,Centre-Back,Sweden,0,Varbergs BoIS,Sweden,loan transfer,out,2016
730,Kalmar FF,Mans Söderqvist,23,Centre-Forward,Sweden,150000,Hammarby,Sweden,0,in,2016
731,Kalmar FF,Henri Anier,25,Centre-Forward,Estonia,350000,Dundee United,Scotland,0,in,2016
732,Kalmar FF,Mahmoud Eid,23,Left Winger,Palästina,100000,Atvidaberg,Sweden,0,in,2016
733,Kalmar FF,Mans Olström,19,Centre-Forward,Sweden,50000,Oskarshamn,Sweden,"End of loanAug 2, 2016",in,2016
734,Kalmar FF,Marcus Antonsson,25,Centre-Forward,Sweden,600000,Leeds,England,2400000,out,2016
735,Djurgardens IF,Magnus Eriksson,26,Attacking Midfield,Sweden,1000000,Bröndby IF,Denmark,400000,in,2016
736,Djurgardens IF,Othman El Kabir,24,Left Midfield,Netherlands,2000000,AFC Eskilstuna,Sweden,150000,in,2016
737,Djurgardens IF,Kebba Ceesay,28,Centre-Back,The Gambia,100000,Lech Poznan,Poland,15000,in,2016
738,Djurgardens IF,Niklas Gunnarsson,25,Centre-Back,Norway,300000,Vålerenga,Norway,0,in,2016
739,Djurgardens IF,Andreas Isaksson,34,Goalkeeper,Sweden,0,Kasimpasa,Turkey,0,in,2016
740,Djurgardens IF,Sam Johnson,23,Centre-Forward,Liberia,500000,WH Zall,China,4200000,out,2016
741,Djurgardens IF,Omar Colley,23,Centre-Back,The Gambia,6000000,KRC Genk,Belgium,1700000,out,2016
742,Djurgardens IF,Stefan Karlsson,27,Right-Back,Sweden,0,Östersund,Sweden,0,out,2016
743,Djurgardens IF,Hampus Nilsson,26,Goalkeeper,Sweden,175000,Östersund,Sweden,loan transfer,out,2016
744,Östersunds FK,Curtis Edwards,22,Central Midfield,England,350000,Ytterhogdal,Sweden,0,in,2016
745,Östersunds FK,Stefan Karlsson,27,Right-Back,Sweden,0,Djurgarden,Sweden,0,in,2016
746,Östersunds FK,Piotr Johansson,21,Right Midfield,Sweden,400000,Malmö FF,Sweden,loan transfer,in,2016
747,Östersunds FK,Hampus Nilsson,26,Goalkeeper,Sweden,175000,Djurgarden,Sweden,loan transfer,in,2016
748,Östersunds FK,Hosam Aiesh,21,Right Winger,Sweden,400000,Varbergs BoIS,Sweden,"End of loanJun 30, 2016",in,2016
749,Östersunds FK,Haraldur Björnsson,27,Goalkeeper,Iceland,100000,Lillestrøm SK,Norway,free transfer,out,2016
750,Östersunds FK,Sebastian Lundbäck,20,Defensive Midfield,Sweden,0,Team TG,Sweden,loan transfer,out,2016
751,Östersunds FK,Michael Omoh,24,Left Midfield,Nigeria,200000,Örebro SK,Sweden,0,out,2016
752,Östersunds FK,Monday Samuel,22,Defensive Midfield,Sweden,100000,Helsingborg,Sweden,0,out,2016
753,Östersunds FK,Jamal Blackman,22,Goalkeeper,England,600000,Chelsea,England,"End of loanJun 12, 2016",out,2016
754,Örebro SK,Martin Lorentzson,32,Right-Back,Sweden,100000,Coventry,England,free transfer,in,2016
755,Örebro SK,Alfred Ajdarevic,18,Left Midfield,Kosovo,100000,Falkenberg U19,Sweden,free transfer,in,2016
756,Örebro SK,Nahir Besara,25,Second Striker,Sweden,600000,Göztepe,Turkey,free transfer,in,2016
757,Örebro SK,Michael Omoh,24,Left Midfield,Nigeria,200000,Östersund,Sweden,0,in,2016
758,Örebro SK,Anton Fagerström,24,Goalkeeper,Sweden,250000,Nyköping,Sweden,0,in,2016
759,Örebro SK,Victor Sköld,26,Centre-Forward,Sweden,150000,IFK Göteborg,Sweden,0,in,2016
760,Örebro SK,Ferhad Ayaz,21,Left Winger,Sweden,250000,No club,No country,0,in,2016
761,Örebro SK,Jacob Rinne,23,Goalkeeper,Sweden,800000,KAA Gent,Belgium,800000,out,2016
762,Örebro SK,Crespo Kamara,23,Centre-Forward,Sierra Leone,125000,Häcken,Sweden,0,out,2016
763,Örebro SK,Karl Holmberg,23,Centre-Forward,Sweden,600000,Norrköping,Sweden,0,out,2016
764,Örebro SK,Daniel Gustafsson,25,Right Winger,Sweden,300000,Elfsborg,Sweden,0,out,2016
765,BK Häcken,Rasmus Lindgren,31,Centre-Back,Sweden,100000,FC Groningen,Netherlands,free transfer,in,2016
766,BK Häcken,Alexander Farnerud,32,Central Midfield,Sweden,100000,Torino,Italy,free transfer,in,2016
767,BK Häcken,Crespo Kamara,23,Centre-Forward,Sierra Leone,125000,Örebro SK,Sweden,0,in,2016
768,BK Häcken,Kevin Ackermann,16,Central Midfield,Sweden,225000,BK Häcken U17,Sweden,0,in,2016
769,BK Häcken,Egzon Binaku,21,Left-Back,Albania,150000,Ljungskile,Sweden,"End of loanSep 6, 2016",in,2016
770,BK Häcken,Samuel Gustafson,21,Central Midfield,Sweden,700000,Torino,Italy,600000,out,2016
771,BK Häcken,Simon Sandberg,22,Right-Back,Sweden,600000,Levski Sofia,Bulgaria,170000,out,2016
772,BK Häcken,Tefu Mashamaite,31,Centre-Back,South Africa,175000,SuperSport Utd.,South Africa,0,out,2016
773,BK Häcken,Alexander Jeremejeff,22,Centre-Forward,Sweden,1000000,Malmö FF,Sweden,0,out,2016
774,BK Häcken,Dardan Rexhepi,24,Centre-Forward,Kosovo,75000,GAIS,Sweden,0,out,2016
775,BK Häcken,Egzon Binaku,20,Left-Back,Albania,150000,Ljungskile,Sweden,loan transfer,out,2016
776,BK Häcken,Niels Vorthoren,28,Central Midfield,Netherlands,0,No club,No country,0,out,2016
777,Hammarby IF,Pa Dibba,28,Centre-Forward,The Gambia,275000,GIF Sundsvall,Sweden,100000,in,2016
778,Hammarby IF,Petter Andersson,31,Central Midfield,Sweden,0,FC Midtjylland,Denmark,free transfer,in,2016
779,Hammarby IF,Ian Smith,18,Right-Back,Costa Rica,175000,Santos FC,Costa Rica,loan transfer,in,2016
780,Hammarby IF,Leo Bengtsson,18,Left Winger,Sweden,1200000,Hammarby U19,Sweden,0,in,2016
781,Hammarby IF,William Eskelinen,19,Goalkeeper,Sweden,700000,Aspudden-Tellus,Sweden,"End of loanJul 1, 2016",in,2016
782,Hammarby IF,Dusan Jajic,18,Central Midfield,Sweden,150000,Enskede,Sweden,loan transfer,out,2016
783,Hammarby IF,Mans Söderqvist,23,Centre-Forward,Sweden,150000,Kalmar FF,Sweden,0,out,2016
