,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
1378,Strømsgodset IF,Morten Saetra,22,Goalkeeper,Norway,100000,Strømmen IF,Norway,loan transfer,out,2019
1379,Strømsgodset IF,Halldor Stenevik,19,Left Midfield,Norway,300000,Sogndal IL,Norway,loan transfer,out,2019
1380,Strømsgodset IF,Marcus Pedersen,29,Centre-Forward,Norway,225000,No club,No country,0,out,2019
1381,Sarpsborg 08 FF,Bart Straalman,22,Centre-Back,Netherlands,500000,De Graafschap,Netherlands,free transfer,in,2019
1382,Sarpsborg 08 FF,Mate Males,30,Defensive Midfield,Croatia,250000,CFR Cluj,Romania,free transfer,in,2019
1383,Sarpsborg 08 FF,Lenny Nangis,25,Left Winger,Guadeloupe,400000,APO Levadiakos,Greece,free transfer,in,2019
1384,Sarpsborg 08 FF,Kyle Lafferty,31,Centre-Forward,Northern Ireland,500000,Rangers,Scotland,free transfer,in,2019
1385,Sarpsborg 08 FF,Magnar Ödegaard,26,Centre-Back,Norway,300000,AIK,Sweden,free transfer,in,2019
1386,Sarpsborg 08 FF,Alexandre Letellier,28,Goalkeeper,France,400000,SCO Angers,France,loan transfer,in,2019
1387,Sarpsborg 08 FF,Mos,31,Centre-Forward,Norway,300000,Strømsgodset,Norway,0,in,2019
1388,Sarpsborg 08 FF,Mario Pavelic,25,Right-Back,Austria,300000,HNK Rijeka,Croatia,loan transfer,in,2019
1389,Sarpsborg 08 FF,Niklas Gunnarsson,28,Centre-Back,Norway,300000,No club,No country,0,in,2019
1390,Sarpsborg 08 FF,Aleksandr Vasyutin,24,Goalkeeper,Russia,700000,Zenit S-Pb,Russia,700000,out,2019
1391,Sarpsborg 08 FF,Sheldon Bateau,28,Centre-Back,Trinidad and Tobago,400000,KV Mechelen,Belgium,0,out,2019
1392,Sarpsborg 08 FF,Lars-Jörgen Salvesen,23,Centre-Forward,Norway,600000,Strømsgodset,Norway,0,out,2019
1393,Sarpsborg 08 FF,Anwar Elyounoussi,20,Right-Back,Norway,75000,Fram Larvik,Norway,loan transfer,out,2019
1394,Sarpsborg 08 FF,Wilmer Azofeifa,25,Central Midfield,Costa Rica,175000,Aalesund,Norway,loan transfer,out,2019
1395,Sarpsborg 08 FF,Pablo Arboine,21,Centre-Back,Costa Rica,200000,HB Köge,Denmark,loan transfer,out,2019
1396,Sarpsborg 08 FF,Sebastian Jarl,19,Centre-Back,Norway,100000,KFUM Oslo,Norway,loan transfer,out,2019
1397,Sarpsborg 08 FF,Boubou Konté,18,Left Winger,Mali,100000,Nordsjaell. U19,Denmark,loan transfer,out,2019
1398,Mjøndalen IF,Pontus Silfwer,27,Defensive Midfield,Sweden,150000,Halmstads BK,Sweden,free transfer,in,2019
1399,Mjøndalen IF,Shuaibu Lalle Ibrahim,23,Centre-Forward,Nigeria,200000,Haugesund,Norway,0,in,2019
1400,Mjøndalen IF,Jorge Vieira,28,Goalkeeper,Portugal,100000,FK Ørn Horten,Norway,0,in,2019
1401,Mjøndalen IF,Dagur Dan Thórhallsson,19,Central Midfield,Iceland,150000,Keflavík,Iceland,0,in,2019
1402,Mjøndalen IF,Jacob Bergström,24,Centre-Forward,Sweden,400000,Mjällby AIF,Sweden,0,in,2019
1403,Mjøndalen IF,Per Magnus Steiring,22,Centre-Back,Norway,100000,Sogndal IL,Norway,loan transfer,in,2019
1404,Mjøndalen IF,Martin Ovenstad,26,Central Midfield,Norway,300000,No club,No country,0,in,2019
1405,Mjøndalen IF,Adrian Aleksander Hansen,18,defence,Norway,50000,Mjöndalen IF II,Norway,0,in,2019
1406,Mjøndalen IF,Erick Sagbakken,19,Right-Back,Norway,50000,Levanger FK,Norway,"End of loanJul 13, 2019",in,2019
1407,Mjøndalen IF,Sosha Makani,32,Goalkeeper,Iran,300000,Naft M.I.S F.C.,Iran,free transfer,out,2019
1408,Mjøndalen IF,Akeem Latifu,30,Centre-Back,Nigeria,150000,FK Jerv,Norway,0,out,2019
1409,Mjøndalen IF,Adrian Aleksander Hansen,18,defence,Norway,50000,Fram Larvik,Norway,loan transfer,out,2019
1410,Mjøndalen IF,Vamouti Diomande,28,Left Winger,Cote d'Ivoire,100000,Ullensaker/Kisa,Norway,loan transfer,out,2019
1411,Mjøndalen IF,Dagur Dan Thórhallsson,19,Central Midfield,Iceland,150000,Kvik Halden,Norway,loan transfer,out,2019
1412,Mjøndalen IF,Alfred Scriven,21,Centre-Forward,Norway,50000,Ullensaker/Kisa,Norway,loan transfer,out,2019
1413,Mjøndalen IF,Mathias Eriksen Ranmark,23,Goalkeeper,Norway,100000,Molde,Norway,"End of loanAug 5, 2019",out,2019
1414,Mjøndalen IF,Dagur Dan Thórhallsson,19,Central Midfield,Iceland,150000,Keflavík,Iceland,"End of loanJul 31, 2019",out,2019
1415,Aalesunds FK,Marius Berntzen,25,Goalkeeper,Norway,50000,Strømmen IF,Norway,0,in,2019
1416,Aalesunds FK,Sigurd Haugen,22,Left Winger,Norway,300000,Union SG,Belgium,0,in,2019
1417,Aalesunds FK,Wilmer Azofeifa,25,Central Midfield,Costa Rica,175000,Sarpsborg 08,Norway,loan transfer,in,2019
1418,Aalesunds FK,Kenny van der Weg,28,Left-Back,Netherlands,200000,No club,No country,0,in,2019
1419,Aalesunds FK,Kristoffer Hay,20,Centre-Back,Norway,200000,Tromsdalen,Norway,"End of loanJul 24, 2019",in,2019
1420,Sandefjord Fotball,Marcos Celorrio,23,Centre-Forward,Spain,100000,Real Sociedad B,Spain,free transfer,in,2019
1421,Sandefjord Fotball,Martin Kreuzriegler,26,Centre-Back,Austria,400000,Blau Weiss Linz,Austria,free transfer,in,2019
1422,Sandefjord Fotball,Lars Markmanrud,19,Right-Back,Norway,300000,Sandefjord II,Norway,0,in,2019
1423,Sandefjord Fotball,Jakob Dunsby,19,Right Winger,Norway,50000,Helsinki IFK,Finland,"End of loanSep 2, 2019",in,2019
1424,Sandefjord Fotball,Christer Hansen,26,Centre-Back,Norway,100000,Sandnes Ulf,Norway,free transfer,out,2019
1425,Sandefjord Fotball,Marius Höibraten,25,Centre-Back,Norway,500000,Bodø/Glimt,Norway,0,out,2019
1426,Sandefjord Fotball,Sander Risan Mörk,18,Central Midfield,Norway,100000,Fram Larvik,Norway,loan transfer,out,2019
1427,Sandefjord Fotball,Mohammed Fellah,30,Attacking Midfield,Norway,300000,No club,No country,0,out,2019
1428,Sandefjord Fotball,Tobias Hammer Svendsen,19,Left Winger,Norway,300000,Molde,Norway,"End of loanJul 30, 2019",out,2019
1429,IK Start,Martin Ramsland,26,Centre-Forward,Norway,200000,Sogndal IL,Norway,free transfer,in,2019
1430,IK Start,Eman Markovic,20,Left Winger,Norway,400000,Zrinjski Mostar,Bosnia-Herzegovina,free transfer,in,2019
1431,IK Start,Kristoffer Tönnessen,21,Left-Back,Norway,200000,FK Jerv,Norway,0,in,2019
1432,IK Start,Vegard Bergan,25,Centre-Back,Norway,200000,Bodø/Glimt,Norway,0,in,2019
1433,IK Start,Johannes Eftevaag,18,midfield,Norway,50000,IK Start II,Norway,0,in,2019
1434,IK Start,Michael Ogungbaro,23,Centre-Back,Nigeria,100000,FK Jerv,Norway,"End of loanJul 31, 2019",in,2019
1435,IK Start,Kevin Kabran,25,Attacking Midfield,Sweden,300000,Elfsborg,Sweden,"End of loanJul 31, 2019",in,2019
1436,IK Start,Michael Ogungbaro,23,Centre-Back,Nigeria,100000,NK Bravo,Slovenia,free transfer,out,2019
1437,IK Start,Kristján Flóki Finnbogason,24,Centre-Forward,Iceland,150000,KR Reykjavík,Iceland,0,out,2019
1438,IK Start,Tobias Christensen,19,Attacking Midfield,Norway,300000,Molde,Norway,0,out,2019
1439,IK Start,Philip Sandvik Aukland,20,Right-Back,Norway,100000,Fredrikstad,Norway,0,out,2019
1440,IK Start,Damion Lowe,27,Centre-Back,Jamaica,350000,No club,No country,0,out,2019
1441,FK Bodø/Glimt,Vegard Moberg,29,Central Midfield,Norway,500000,Silkeborg IF,Denmark,free transfer,in,2020
1442,FK Bodø/Glimt,Elias Kristoffersen Hagen,20,Central Midfield,Norway,300000,Grorud IL,Norway,0,in,2020
1443,FK Bodø/Glimt,Lasse Nordas,19,Centre-Forward,Norway,400000,Strømmen IF,Norway,0,in,2020
1444,FK Bodø/Glimt,Hugo Vetlesen,20,Central Midfield,Norway,700000,Stabæk Fotball,Norway,0,in,2020
1445,FK Bodø/Glimt,Tomas Rataj,18,Centre-Forward,Czech Republic,100000,SFC Opava,Czech Republic,loan transfer,in,2020
1446,FK Bodø/Glimt,Brynjar Johnsplass,17,defence,Norway,50000,Glimt II,Norway,0,in,2020
1447,FK Bodø/Glimt,Pernambuco,23,Left Winger,Brazil,400000,PFC Lviv,Ukraine,loan transfer,in,2020
1448,FK Bodø/Glimt,Runar Hauge,19,Right Midfield,Norway,100000,Grorud IL,Norway,"End of loanOct 1, 2020",in,2020
1449,FK Bodø/Glimt,Ask Tjaerandsen-Skau,19,Central Midfield,Norway,100000,Stjördals B.,Norway,"End of loanDec 31, 2020",in,2020
1450,FK Bodø/Glimt,Amadou Konaté,23,Centre-Forward,Mali,200000,SC Lyon,France,"End of loanJun 30, 2020",in,2020
1451,FK Bodø/Glimt,Jens Petter Hauge,20,Left Winger,Norway,9500000,AC Milan,Italy,5000000,out,2020
1452,FK Bodø/Glimt,Sammy Skytte,23,Central Midfield,Denmark,400000,Stabæk Fotball,Norway,250000,out,2020
1453,FK Bodø/Glimt,Amadou Konaté,23,Centre-Forward,Mali,200000,SO Cholet,France,free transfer,out,2020
1454,FK Bodø/Glimt,Ole Amund Sveen,30,Right Midfield,Norway,200000,Mjøndalen,Norway,0,out,2020
1455,FK Bodø/Glimt,Elias Hoff Melkersen,17,Centre-Forward,Norway,250000,IL Hödd,Norway,loan transfer,out,2020
1456,FK Bodø/Glimt,Runar Hauge,18,Right Midfield,Norway,100000,Grorud IL,Norway,loan transfer,out,2020
1457,FK Bodø/Glimt,Ask Tjaerandsen-Skau,19,Central Midfield,Norway,100000,Stjördals B.,Norway,loan transfer,out,2020
1458,FK Bodø/Glimt,Adan Abadala Hussein,17,Central Midfield,Norway,50000,Stjördals B.,Norway,loan transfer,out,2020
1459,FK Bodø/Glimt,Marcus Andersen,20,Goalkeeper,Norway,50000,Fløya,Norway,loan transfer,out,2020
1460,Molde FK,Birk Risa,22,Left-Back,Norway,700000,Odds BK,Norway,0,in,2020
1461,Molde FK,Magnus Grödem,22,Attacking Midfield,Norway,400000,Sandnes Ulf,Norway,0,in,2020
1462,Molde FK,Mathias Eriksen Ranmark,24,Goalkeeper,Norway,100000,HamKam,Norway,"End of loanSep 29, 2020",in,2020
1463,Molde FK,John Kitolano,20,Left-Back,Norway,300000,Wolves U23,England,"End of loanOct 4, 2020",out,2020
1464,Vålerenga Fotball,Vidar Örn Kjartansson,30,Centre-Forward,Iceland,800000,Rostov,Russia,free transfer,in,2020
1465,Vålerenga Fotball,Henrik Björdal,23,Attacking Midfield,Norway,700000,Zulte Waregem,Belgium,0,in,2020
1466,Vålerenga Fotball,Peter Godly Michael,22,Centre-Forward,Nigeria,300000,Øygarden FK,Norway,"End of loanOct 2, 2020",in,2020
1467,Vålerenga Fotball,Erik Israelsson,31,Attacking Midfield,Sweden,100000,Kalmar FF,Sweden,free transfer,out,2020
1468,Vålerenga Fotball,Deyver Vega,27,Right Winger,Costa Rica,150000,Sandefjord,Norway,free transfer,out,2020
1469,Vålerenga Fotball,Peter Godly Michael,22,Centre-Forward,Nigeria,300000,Sogndal IL,Norway,0,out,2020
1470,Vålerenga Fotball,Amin Nouri,30,Left-Back,Norway,200000,HamKam,Norway,loan transfer,out,2020
1471,Vålerenga Fotball,Fredrik Holmé,19,Centre-Back,Norway,50000,Ullensaker/Kisa,Norway,loan transfer,out,2020
1472,Vålerenga Fotball,Adam Kwarasey,32,Goalkeeper,Ghana,300000,No club,No country,0,out,2020
1473,Vålerenga Fotball,Johan Björdal,34,Centre-Back,Norway,0,No club,No country,0,out,2020
1474,Vålerenga Fotball,Amin Nouri,31,Left-Back,Norway,200000,No club,No country,0,out,2020
1475,Rosenborg BK,Per Ciljan Skjelbred,33,Central Midfield,Norway,800000,Hertha BSC,Germany,free transfer,in,2020
1476,Rosenborg BK,Alexander Tettey,35,Defensive Midfield,Norway,500000,Norwich,England,free transfer,in,2020
1477,Rosenborg BK,Markus Henriksen,28,Central Midfield,Norway,1300000,Hull City,England,free transfer,in,2020
1478,Rosenborg BK,Hólmar Örn Eyjólfsson,30,Centre-Back,Iceland,600000,Levski Sofia,Bulgaria,free transfer,in,2020
1479,Rosenborg BK,Pa Konate,26,Left-Back,Guinea,400000,Jönköping,Sweden,10000,in,2020
1480,Rosenborg BK,Rasmus Wiedesheim-Paul,21,Centre-Forward,Sweden,400000,Halmstads BK,Sweden,0,in,2020
1481,Rosenborg BK,Warren Kamanzi,19,Right-Back,Norway,100000,Rosenborg II,Norway,0,in,2020
1482,Rosenborg BK,Mikkel Konradsen Ceide,19,Centre-Back,Norway,50000,Rosenborg II,Norway,0,in,2020
1483,Rosenborg BK,Igoh Ogbu,20,Centre-Back,Nigeria,500000,Sogndal IL,Norway,"End of loanJun 11, 2020",in,2020
1484,Rosenborg BK,Birger Meling,25,Left-Back,Norway,3500000,Nîmes Olympique,France,1000000,out,2020
1485,Rosenborg BK,Anders Trondsen,25,Left-Back,Norway,700000,Trabzonspor,Turkey,950000,out,2020
1486,Rosenborg BK,Marius Lundemo,26,Defensive Midfield,Norway,500000,APOEL Nicosia,Cyprus,free transfer,out,2020
1487,Rosenborg BK,Torgeir Börven,28,Centre-Forward,Norway,1000000,Ankaragücü,Turkey,0,out,2020
1488,Rosenborg BK,Franklin Nyenetue,19,Right Winger,Norway,200000,Stjördals B.,Norway,0,out,2020
1489,Rosenborg BK,Gustav Valsvik,27,Centre-Back,Norway,400000,Strømsgodset,Norway,0,out,2020
1490,Rosenborg BK,Mikael Törset Johnsen,20,Attacking Midfield,Norway,50000,Feyenoord U21,Netherlands,loan transfer,out,2020
1491,Rosenborg BK,Sondre Skogen,20,Centre-Back,Norway,50000,Feyenoord U21,Netherlands,loan transfer,out,2020
1492,Rosenborg BK,Filip Brattbakk,20,Right Winger,Norway,100000,Raufoss,Norway,loan transfer,out,2020
1493,Rosenborg BK,Erik Botheim,20,Centre-Forward,Norway,600000,Stabæk Fotball,Norway,loan transfer,out,2020
1494,Rosenborg BK,Gustav Valsvik,27,Centre-Back,Norway,400000,Stabæk Fotball,Norway,loan transfer,out,2020
1495,Rosenborg BK,Julian Faye Lund,21,Goalkeeper,Norway,300000,HamKam,Norway,loan transfer,out,2020
1496,Kristiansund BK,Kjetil Holand Tösse,24,Central Midfield,Norway,100000,Notodden,Norway,0,in,2020
1497,Kristiansund BK,Torgil Gjertsen,29,Right Winger,Norway,300000,Wisla Plock,Poland,0,in,2020
1498,Kristiansund BK,Noah Solskjaer,20,Central Midfield,Norway,100000,Kristiansund II,Norway,0,in,2020
1499,Kristiansund BK,Horenus Tadesse,22,Central Midfield,Norway,100000,Sandnes Ulf,Norway,"End of loanSep 7, 2020",in,2020
1500,Kristiansund BK,Horenus Tadesse,22,Central Midfield,Norway,100000,Sandnes Ulf,Norway,loan transfer,out,2020
1501,Kristiansund BK,Sander Lille-Lövö,20,midfield,Norway,0,Levanger FK,Norway,loan transfer,out,2020
1502,Kristiansund BK,Erlend Sivertsen,29,Left-Back,Norway,200000,Tromsø IL,Norway,loan transfer,out,2020
1503,Kristiansund BK,Serigne Mor Mbaye,24,Goalkeeper,Senegal,200000,HamKam,Norway,loan transfer,out,2020
1504,Kristiansund BK,Horenus Tadesse,22,Central Midfield,Norway,100000,Sandnes Ulf,Norway,loan transfer,out,2020
1505,Kristiansund BK,Ousseynou Diagne,21,Defensive Midfield,Senegal,100000,No club,No country,0,out,2020
1506,Viking Stavanger,Samúel Fridjónsson,24,Defensive Midfield,Iceland,300000,SC Paderborn,Germany,free transfer,in,2020
1507,Viking Stavanger,Zlatko Tripic,28,Left Winger,Norway,800000,Göztepe,Turkey,free transfer,in,2020
1508,Viking Stavanger,Trym Sölvberg Ur,19,Goalkeeper,Norway,50000,Viking FK II,Norway,0,in,2020
1509,Viking Stavanger,Michael Crowe,24,Goalkeeper,Wales,100000,No club,No country,0,in,2020
1510,Viking Stavanger,Simen Kvia-Egeskog,18,attack,Norway,100000,Viking FK U19,Norway,0,in,2020
1511,Viking Stavanger,Adrian Nilsen Pereira,21,Left-Back,Norway,1000000,PAOK Salonika,Greece,760000,out,2020
1512,Viking Stavanger,Sebastian Sörlie Henriksen,18,Centre-Back,Norway,50000,Fram Larvik,Norway,loan transfer,out,2020
1513,Viking Stavanger,Harald Tangen,19,Attacking Midfield,Norway,400000,Asane Fotball,Norway,loan transfer,out,2020
1514,Viking Stavanger,Sebastian Söraas Sebulonsen,21,Right-Back,Norway,300000,Mjøndalen,Norway,loan transfer,out,2020
1515,Odds BK,Rasmus Minor Petersen,32,Centre-Back,Denmark,0,Hobro IK,Denmark,free transfer,in,2020
1516,Odds BK,Vladimir Rodic,27,Right Winger,Montenegro,400000,Hammarby,Sweden,loan transfer,in,2020
1517,Odds BK,Robin Simovic,29,Centre-Forward,Sweden,250000,No club,No country,0,in,2020
1518,Odds BK,Syver Aas,16,attack,Norway,100000,Odds BK II,Norway,0,in,2020
1519,Odds BK,John Kitolano,20,Left-Back,Norway,300000,Wolves U23,England,loan transfer,in,2020
1520,Odds BK,Bilal Njie,22,Right Winger,Norway,150000,KFUM Oslo,Norway,0,out,2020
1521,Odds BK,Birk Risa,22,Left-Back,Norway,700000,Molde,Norway,0,out,2020
1522,Odds BK,Elias Skogvoll,25,Left Midfield,Norway,100000,Grorud IL,Norway,loan transfer,out,2020
1523,Odds BK,Kasper Lunding,21,Right Winger,Denmark,350000,Aarhus GF,Denmark,"End of loanOct 4, 2020",out,2020
1524,Stabæk Fotball,Sammy Skytte,23,Central Midfield,Denmark,400000,Bodø/Glimt,Norway,250000,in,2020
1525,Stabæk Fotball,Simen Wangberg,29,Centre-Back,Norway,200000,Tromsø IL,Norway,0,in,2020
1526,Stabæk Fotball,Sturla Ottesen,19,Right-Back,Norway,200000,Kjelsas IL,Norway,0,in,2020
1527,Stabæk Fotball,Marcus Antonsson,29,Centre-Forward,Sweden,600000,Malmö FF,Sweden,loan transfer,in,2020
1528,Stabæk Fotball,Uche Sabastine,20,Centre-Forward,Nigeria,50000,Kano Pillars,Nigeria,loan transfer,in,2020
1529,Stabæk Fotball,Oleksiy Khoblenko,27,Centre-Forward,Ukraine,500000,SK Dnipro-1,Ukraine,loan transfer,in,2020
1530,Stabæk Fotball,Gustav Valsvik,27,Centre-Back,Norway,400000,Rosenborg,Norway,loan transfer,in,2020
1531,Stabæk Fotball,Erik Botheim,20,Centre-Forward,Norway,600000,Rosenborg,Norway,loan transfer,in,2020
1532,Stabæk Fotball,Kristian Bernt Torgersen,17,midfield,Norway,200000,Stabaek IF II,Norway,0,in,2020
1533,Stabæk Fotball,Antonio Nusa,16,Left Winger,Norway,400000,Stabaek IF U19,Norway,0,in,2020
1534,Stabæk Fotball,Kristoffer Askildsen,19,Central Midfield,Norway,1000000,Sampdoria,Italy,"End of loanAug 31, 2020",in,2020
1535,Stabæk Fotball,Christopher Cheng,18,Left Winger,Norway,100000,Notodden,Norway,"End of loanOct 5, 2020",in,2020
1536,Stabæk Fotball,Kaloyan Kostadinov,18,Central Midfield,Norway,300000,Sandnes Ulf,Norway,"End of loanSep 8, 2020",in,2020
1537,Stabæk Fotball,Kristoffer Askildsen,19,Central Midfield,Norway,1000000,Sampdoria,Italy,2500000,out,2020
1538,Stabæk Fotball,Andreas Hanche-Olsen,23,Centre-Back,Norway,2500000,KAA Gent,Belgium,800000,out,2020
1539,Stabæk Fotball,Filip Valencic,28,Attacking Midfield,Slovenia,600000,FC Inter,Finland,free transfer,out,2020
1540,Stabæk Fotball,Will Donkin,19,Left Midfield,Chinese Taipei (Taiwan),25000,Balzan FC,Malta,free transfer,out,2020
1541,Stabæk Fotball,Hugo Vetlesen,20,Central Midfield,Norway,700000,Bodø/Glimt,Norway,0,out,2020
1542,Stabæk Fotball,Jesper Isaksen,20,Central Midfield,Norway,100000,FK Jerv,Norway,loan transfer,out,2020
1543,Stabæk Fotball,Christopher Cheng,18,Left Winger,Norway,100000,Notodden,Norway,loan transfer,out,2020
1544,Stabæk Fotball,Romain Gall,25,Right Winger,United States,300000,Malmö FF,Sweden,"End of loanAug 24, 2020",out,2020
1545,FK Haugesund,Peter Therkildsen,22,Central Midfield,Denmark,300000,AC Horsens,Denmark,loan transfer,in,2020
1546,FK Haugesund,Oliver Klitten,20,Left Winger,Denmark,350000,Aalborg BK,Denmark,loan transfer,in,2020
1547,FK Haugesund,Jonas Valland,16,Centre-Back,Norway,50000,FK Haugesund II,Norway,0,in,2020
1548,FK Haugesund,Ibrahima Koné,21,Centre-Forward,Mali,300000,Adana Demirspor,Turkey,"End of loanAug 3, 2020",in,2020
1549,FK Haugesund,Ben Karamoko,25,Centre-Back,Cote d'Ivoire,300000,Aalesund,Norway,loan transfer,out,2020
1550,FK Haugesund,Mads Sande,22,Central Midfield,Norway,150000,Sandnes Ulf,Norway,loan transfer,out,2020
1551,FK Haugesund,Benjamin Källman,22,Centre-Forward,Finland,350000,FC Inter,Finland,"End of loanAug 14, 2020",out,2020
1552,SK Brann,Jon Gudni Fjóluson,31,Centre-Back,Iceland,400000,Krasnodar,Russia,free transfer,in,2020
1553,SK Brann,Lars Gerson,31,Centre-Back,Luxembourg,300000,Racing,Spain,free transfer,in,2020
1554,SK Brann,Vegard Strönen Skeie,19,Centre-Back,Norway,0,Os Turn,Norway,0,in,2020
1555,SK Brann,Ole Didrik Blomberg,20,Right-Back,Norway,100000,Asane Fotball,Norway,0,in,2020
1556,SK Brann,Mathias Rasmussen,22,Left-Back,Norway,500000,Nordsjaelland,Denmark,0,in,2020
1557,SK Brann,Sander Svendsen,23,Centre-Forward,Norway,800000,Odense BK,Denmark,loan transfer,in,2020
1558,SK Brann,Yaya Sané,31,Centre-Back,Senegal,200000,No club,No country,0,in,2020
1559,SK Brann,Christian Eggen Rismark,29,Centre-Back,Norway,250000,Ranheim IL,Norway,0,out,2020
1560,SK Brann,Gilbert Koomson,26,Right Winger,Ghana,800000,Kasimpasa,Turkey,0,out,2020
1561,SK Brann,Ralf Fährmann,31,Goalkeeper,Germany,1000000,FC Schalke 04,Germany,"End of loanJun 30, 2020",out,2020
1562,Sandefjord Fotball,Deyver Vega,27,Right Winger,Costa Rica,150000,Vålerenga,Norway,free transfer,in,2020
1563,Sandefjord Fotball,Mats Haakenstad,26,Right-Back,Norway,100000,KuPS,Finland,free transfer,in,2020
1564,Sandefjord Fotball,Harmeet Singh,29,Central Midfield,Norway,200000,No club,No country,0,in,2020
1565,Sandefjord Fotball,Jörgen Kili Fjeldskar,18,Right-Back,Norway,50000,Sandefjord II,Norway,0,in,2020
1566,Sandefjord Fotball,Alexander Ruud Tveter,30,Centre-Forward,Norway,100000,No club,No country,0,in,2020
1567,Sandefjord Fotball,Martin Andersen,18,midfield,Norway,50000,Fram Larvik,Norway,loan transfer,out,2020
1568,Sandefjord Fotball,Herman Solberg Nilsen,21,Right Midfield,Norway,50000,Kongsvinger,Norway,loan transfer,out,2020
1569,Sarpsborg 08 FF,Anton Salétros,24,Central Midfield,Sweden,600000,Rostov,Russia,350000,in,2020
1570,Sarpsborg 08 FF,Mikael Dyrestam,28,Centre-Back,Guinea,200000,AO Xanthi,Greece,free transfer,in,2020
1571,Sarpsborg 08 FF,Guillermo Molins,31,Centre-Forward,Sweden,200000,Malmö FF,Sweden,free transfer,in,2020
1572,Sarpsborg 08 FF,Simon Thomas,30,Goalkeeper,Canada,100000,KFUM Oslo,Norway,0,in,2020
1573,Sarpsborg 08 FF,Laurent Mendy,18,Central Midfield,Senegal,50000,Oslo FA Dakar ,Senegal,0,in,2020
1574,Sarpsborg 08 FF,Tobias Heintz,22,Left Winger,Norway,600000,Kasimpasa,Turkey,loan transfer,in,2020
1575,Sarpsborg 08 FF,Jordan Adéoti,31,Defensive Midfield,Benin,200000,No club,No country,0,in,2020
1576,Sarpsborg 08 FF,Felix Michel Melki,26,Centre-Back,Lebanon,200000,AIK,Sweden,loan transfer,in,2020
1577,Sarpsborg 08 FF,Ismaila Coulibaly,19,Central Midfield,Mali,3000000,Sheff Utd,England,2000000,out,2020
1578,Sarpsborg 08 FF,Jörgen Strand Larsen,20,Centre-Forward,Norway,3500000,FC Groningen,Netherlands,1100000,out,2020
1579,Sarpsborg 08 FF,Mate Males,31,Defensive Midfield,Croatia,250000,Arezzo,Italy,free transfer,out,2020
1580,Sarpsborg 08 FF,Wilmer Azofeifa,26,Central Midfield,Costa Rica,175000,AD San Carlos,Costa Rica,0,out,2020
1581,Sarpsborg 08 FF,Aslak Falch,28,Goalkeeper,Norway,150000,Sandnes Ulf,Norway,0,out,2020
1582,Sarpsborg 08 FF,Boubou Konté,20,Left Winger,Mali,100000,FK Jerv,Norway,loan transfer,out,2020
1583,Sarpsborg 08 FF,Alexander Jakobsen,26,Left Winger,Egypt,250000,No club,No country,0,out,2020
1584,Sarpsborg 08 FF,Anton Salétros,24,Central Midfield,Sweden,600000,Rostov,Russia,"End of loanJul 31, 2020",out,2020
1585,Strømsgodset IF,Valdimar Thór Ingimundarson,21,Left Winger,Iceland,300000,Fylkir,Iceland,0,in,2020
1586,Strømsgodset IF,Gustav Valsvik,27,Centre-Back,Norway,400000,Rosenborg,Norway,0,in,2020
1587,Strømsgodset IF,Aleksander Stenseth,20,midfield,Norway,100000,Godset II,Norway,0,in,2020
1588,Strømsgodset IF,Fabian Holst-Larsen,15,midfield,Norway,0,Strømsgodset IF ,Norway,0,in,2020
1589,Strømsgodset IF,Andreas Rosendal Nyhagen,21,Left-Back,Norway,50000,Moss FK,Norway,"End of loanJun 27, 2020",in,2020
1590,Strømsgodset IF,Sebastian Pedersen,21,Centre-Forward,Norway,50000,Notodden,Norway,"End of loanAug 31, 2020",in,2020
1591,Strømsgodset IF,Janis Ikaunieks,25,Attacking Midfield,Latvia,300000,RFS,Latvia,free transfer,out,2020
1592,Strømsgodset IF,Sebastian Pedersen,21,Centre-Forward,Norway,50000,HamKam,Norway,free transfer,out,2020
1593,Strømsgodset IF,Sebastian Pedersen,21,Centre-Forward,Norway,50000,Notodden,Norway,loan transfer,out,2020
1594,Strømsgodset IF,Mustapha Fofana,19,Centre-Forward,Norway,50000,Øygarden FK,Norway,loan transfer,out,2020
1595,Strømsgodset IF,Jack Ipalibo,22,Defensive Midfield,Nigeria,300000,Villarreal CF B,Spain,"End of loanJun 29, 2020",out,2020
1596,Mjøndalen IF,Isaac Twum,22,Central Midfield,Ghana,200000,IK Start,Norway,0,in,2020
1597,Mjøndalen IF,Ole Amund Sveen,30,Right Midfield,Norway,200000,Bodø/Glimt,Norway,0,in,2020
1598,Mjøndalen IF,Sivert Överby,21,Centre-Back,Norway,50000,Fana IL,Norway,0,in,2020
1599,Mjøndalen IF,Sebastian Söraas Sebulonsen,21,Right-Back,Norway,300000,Viking FK,Norway,loan transfer,in,2020
1600,Mjøndalen IF,Frank Bamenye Bizoza,18,Right Winger,Norway,50000,Mjöndalen IF II,Norway,0,in,2020
1601,Mjøndalen IF,Syver Skaar Eriksen,19,Right-Back,Norway,100000,Mjöndalen IF II,Norway,0,in,2020
1602,Mjøndalen IF,Magnus Baekken,19,attack,Norway,50000,Notodden,Norway,"End of loanOct 5, 2020",in,2020
1603,Mjøndalen IF,Magnus Baekken,18,attack,Norway,50000,Notodden,Norway,loan transfer,out,2020
